nlvnpf-0259_000001	卷第二庚申五年 陸賞銜摺 統使府第二座
nlvnpf-0259_000002	第一十年十月日 二十二年九月九日 由新附八以下 ◎ 祝復享 平州出衙候補知州 行倭 ◎ 祝文魁 正光郡太守補知州 ◎ 蔡文理 幸州右丞原淳州德國 ◎ 鄭文玖 貴州右丞原州州州州 ◎ 崔福福 貴州淳州淳州淳州補下 ◎ 季應猶公 ◎ 鄭德與公 ◎ 祝文炎 貴州中州中州中州嘉吉 ◎ 陳德利 ◎ 蔡文芳  陸雙陸八品員完隋 陸雙陸八品白戶 雙雙陸九品百戶您千 審
